295,99,2,2.5,3,7.65,0,1
315,99,2,3.5,3,7.89,0,1
310,102,3,3.5,4,8.02,1,1
305,106,2,3,3,8.16,0,1
301,104,3,3.5,4,8.119999999999999,1,1
325,108,4,4.5,4,9.06,1,1
328,110,4,5,4,9.140000000000001,1,1
338,120,4,5,5,9.66,1,1
333,119,5,5,4.5,9.779999999999999,1,1
331,117,4,4.5,5,9.42,1,1
330,116,5,5,4.5,9.359999999999999,1,1
322,112,4,4.5,4.5,9.26,1,1
321,109,4,4,4,9.130000000000001,1,1
324,110,4,3,3.5,8.970000000000001,1,1
312,104,3,3.5,3.5,8.42,0,1
313,103,3,4,4,8.75,0,1
316,110,3,3.5,4,8.56,0,1
324,113,4,4.5,4,8.789999999999999,0,1
308,109,2,3,4,8.449999999999999,0,1
305,105,2,3,2,8.23,0,1
296,99,2,2.5,2.5,8.029999999999999,0,1
306,110,2,3.5,4,8.449999999999999,0,1
312,110,2,3.5,3,8.529999999999999,0,1
318,112,3,4,3.5,8.67,0,1
324,111,4,3,3,9.01,1,1
313,104,3,4,4.5,8.65,0,1
319,106,3,3.5,2.5,8.33,1,1
312,107,2,2.5,3.5,8.27,0,1
304,100,2,2.5,3.5,8.07,0,1
330,113,5,5,4,9.31,1,1
326,111,5,4.5,4,9.23,1,1
325,112,4,4,4.5,9.17,1,1
329,114,5,4.5,5,9.19,1,1
310,104,3,2,3.5,8.369999999999999,0,1
299,100,1,1.5,2,7.89,0,1
296,101,1,2.5,3,7.68,0,1
317,103,2,2.5,2,8.15,0,1
324,115,3,3.5,3,8.76,1,1
325,114,3,3.5,3,9.039999999999999,1,1
314,107,2,2.5,4,8.56,0,1
328,110,4,4,2.5,9.02,1,1
316,105,3,3,3.5,8.73,0,1
311,104,2,2.5,3.5,8.48,0,1
324,110,3,3.5,4,8.869999999999999,1,1
321,111,3,3.5,4,8.83,1,1
320,104,3,3,2.5,8.57,1,1
316,99,2,2.5,3,9,0,1
318,100,2,2.5,3.5,8.539999999999999,1,1
335,115,4,4.5,4.5,9.68,1,1
321,114,4,4,5,9.119999999999999,0,1
307,110,4,4,4.5,8.369999999999999,0,1
309,99,3,4,4,8.56,0,1
324,100,3,4,5,8.640000000000001,1,1
326,102,4,5,5,8.76,1,1
331,119,4,5,4.5,9.34,1,1
327,108,5,5,3.5,9.130000000000001,1,1
312,104,3,3.5,4,8.09,0,1
308,103,2,2.5,4,8.359999999999999,1,1
324,111,3,2.5,1.5,8.789999999999999,1,1
325,110,2,3,2.5,8.76,1,1
313,102,3,2.5,2.5,8.68,0,1
312,105,2,2,2.5,8.449999999999999,0,1
314,107,3,3,3.5,8.17,1,1
327,113,4,4.5,5,9.140000000000001,0,1
308,108,4,4.5,5,8.34,0,1
306,105,2,2.5,3,8.220000000000001,1,1
299,96,2,1.5,2,7.86,0,1
294,95,1,1.5,1.5,7.64,0,0
312,99,1,1,1.5,8.01,1,1
315,100,1,2,2.5,7.95,0,1
322,110,3,3.5,3,8.960000000000001,1,1
329,113,5,5,4.5,9.449999999999999,1,1
320,101,2,2.5,3,8.619999999999999,0,1
308,103,2,3,3.5,8.49,0,1
304,102,2,3,4,8.73,0,1
311,102,3,4.5,4,8.640000000000001,1,1
317,110,3,4,4.5,9.109999999999999,1,1
312,106,3,4,3.5,8.789999999999999,1,1
321,111,3,2.5,3,8.9,1,1
340,112,4,5,4.5,9.66,1,1
331,116,5,4,4,9.26,1,1
336,118,5,4.5,4,9.19,1,1
324,114,5,5,4.5,9.08,1,1
314,104,4,5,5,9.02,0,1
313,109,3,4,3.5,9,0,1
307,105,2,2.5,3,7.65,0,1
300,102,2,1.5,2,7.87,0,1
302,99,2,1,2,7.97,0,1
312,98,1,3.5,3,8.18,1,1
316,101,2,2.5,2,8.32,1,1
317,100,2,3,2.5,8.57,0,1
310,107,3,3.5,3.5,8.67,0,1
320,120,3,4,4.5,9.109999999999999,0,1
330,114,3,4.5,4.5,9.24,1,1
305,112,3,3,3.5,8.65,0,1
309,106,2,2.5,2.5,8,0,1
319,108,2,2.5,3,8.76,0,1
322,105,2,3,3,8.449999999999999,1,1
323,107,3,3.5,3.5,8.550000000000001,1,1
313,106,2,2.5,2,8.43,0,1
321,109,3,3.5,3.5,8.800000000000001,1,1
323,110,3,4,3.5,9.1,1,1
325,112,4,4,4,9,1,1
312,108,3,3.5,3,8.529999999999999,0,1
308,110,4,3.5,3,8.6,0,1
320,104,3,3,3.5,8.74,1,1
328,108,4,4.5,4,9.18,1,1
311,107,4,4.5,4.5,9,1,1
301,100,3,3.5,3,8.039999999999999,0,1
305,105,2,3,4,8.130000000000001,0,1
308,104,2,2.5,3,8.07,0,1
298,101,2,1.5,2,7.86,0,1
300,99,1,1,2.5,8.01,0,1
324,111,3,2.5,2,8.800000000000001,1,1
327,113,4,3.5,3,8.69,1,1
317,106,3,4,3.5,8.5,1,1
323,104,3,4,4,8.44,1,1
314,107,2,2.5,4,8.27,0,1
305,102,2,2,2.5,8.18,0,1
315,104,3,3,2.5,8.33,0,1
326,116,3,3.5,4,9.140000000000001,1,1
299,100,3,2,2,8.02,0,1
295,101,2,2.5,2,7.86,0,1
324,112,4,4,3.5,8.77,1,1
297,96,2,2.5,1.5,7.89,0,0
327,113,3,3.5,3,8.66,1,1
311,105,2,3,2,8.119999999999999,1,1
308,106,3,3.5,2.5,8.210000000000001,1,1
319,108,3,3,3.5,8.539999999999999,1,1
312,107,4,4.5,4,8.65,1,1
325,111,4,4,4.5,9.109999999999999,1,1
319,110,3,3,2.5,8.789999999999999,0,1
332,118,5,5,5,9.470000000000001,1,1
323,108,5,4,4,8.74,1,1
324,107,5,3.5,4,8.66,1,1
312,107,3,3,3,8.460000000000001,1,1
326,110,3,3.5,3.5,8.76,1,1
308,106,3,3,3,8.24,0,1
305,103,2,2.5,3.5,8.130000000000001,0,1
295,96,2,1.5,2,7.34,0,0
316,98,1,1.5,2,7.43,0,0
304,97,2,1.5,2,7.64,0,0
299,94,1,1,1,7.34,0,0
302,99,1,2,2,7.25,0,1
313,101,3,2.5,3,8.039999999999999,0,1
318,107,3,3,3.5,8.27,1,1
325,110,4,3.5,4,8.67,1,1
303,100,2,3,3.5,8.06,1,1
300,102,3,3.5,2.5,8.17,0,1
297,98,2,2.5,3,7.67,0,1
317,106,2,2,3.5,8.119999999999999,0,1
327,109,3,3.5,4,8.77,1,1
301,104,2,3.5,3.5,7.89,1,1
314,105,2,2.5,2,7.64,0,1
321,107,2,2,1.5,8.44,0,1
322,110,3,4,5,8.640000000000001,1,1
334,116,4,4,3.5,9.539999999999999,1,1
338,115,5,4.5,5,9.23,1,1
306,103,2,2.5,3,8.359999999999999,0,1
313,102,3,3.5,4,8.9,1,1
330,114,4,4.5,3,9.17,1,1
320,104,3,3.5,4.5,8.34,1,1
311,98,1,1,2.5,7.46,0,1
298,92,1,2,2,7.88,0,1
301,98,1,2,3,8.029999999999999,1,1
310,103,2,2.5,2.5,8.24,0,1
324,110,3,3.5,3,9.220000000000001,1,1
336,119,4,4.5,4,9.619999999999999,1,1
321,109,3,3,3,8.539999999999999,1,1
315,105,2,2,2.5,7.65,0,0
304,101,2,2,2.5,7.66,0,0
297,96,2,2.5,2,7.43,0,0
290,100,1,1.5,2,7.56,0,0
303,98,1,2,2.5,7.65,0,1
311,99,1,2.5,3,8.43,1,1
322,104,3,3.5,4,8.84,1,1
319,105,3,3,3.5,8.67,1,1
324,110,4,4.5,4,9.15,1,1
300,100,3,3,3.5,8.26,0,1
340,113,4,5,5,9.74,1,1
335,117,5,5,5,9.82,1,1
302,101,2,2.5,3.5,7.96,0,0
307,105,2,2,3.5,8.1,0,1
296,97,2,1.5,2,7.8,0,0
320,108,3,3.5,4,8.44,1,1
314,102,2,2,2.5,8.24,0,1
318,106,3,2,3,8.65,0,1
326,112,4,4,3.5,9.119999999999999,1,1
317,104,2,3,3,8.76,0,1
329,111,4,4.5,4,9.23,1,1
324,110,3,3.5,3.5,9.039999999999999,1,1
325,107,3,3,3.5,9.109999999999999,1,1
330,116,4,5,4.5,9.449999999999999,1,1
312,103,3,3.5,4,8.779999999999999,0,1
333,117,4,5,4,9.66,1,1
304,100,2,3.5,3,8.220000000000001,0,1
315,105,2,3,3,8.34,0,1
324,109,3,3.5,3,8.94,1,1
330,116,4,4,3.5,9.23,1,1
311,101,3,2,2.5,7.64,1,1
302,99,3,2.5,3,7.45,0,1
322,103,4,3,2.5,8.02,1,1
298,100,3,2.5,4,7.95,1,1
297,101,3,2,4,7.67,1,1
300,98,1,2,2.5,8.02,0,1
301,96,1,3,4,7.56,0,1
313,94,2,2.5,1.5,8.130000000000001,0,1
314,102,4,2.5,2,7.88,1,1
317,101,3,3,2,7.94,1,0
321,110,4,3.5,4,8.35,1,1
327,106,4,4,4.5,8.75,1,1
315,104,3,4,2.5,8.1,0,1
316,103,3,3.5,2,7.68,0,1
309,111,2,2.5,4,8.029999999999999,0,1
308,102,2,2,3.5,7.98,1,1
299,100,3,2,3,7.42,0,0
321,112,3,3,4.5,8.949999999999999,1,1
322,112,4,3.5,2.5,9.02,1,1
334,119,5,4.5,5,9.539999999999999,1,1
325,114,5,4,5,9.460000000000001,1,1
323,111,5,4,5,9.859999999999999,1,1
312,106,3,3,5,8.57,0,1
310,101,3,3.5,5,8.65,1,1
316,103,2,2,4.5,8.74,0,1
340,115,5,5,4.5,9.06,1,1
311,104,3,4,3.5,8.130000000000001,1,1
320,112,2,3.5,3.5,8.779999999999999,1,1
324,112,4,4.5,4,9.220000000000001,1,1
316,111,4,4,5,8.539999999999999,0,1
306,103,3,3.5,3,8.210000000000001,0,1
309,105,2,2.5,4,7.68,0,1
310,110,1,1.5,4,7.23,1,1
317,106,1,1.5,3.5,7.65,1,1
318,110,1,2.5,3.5,8.539999999999999,1,1
312,105,2,1.5,3,8.460000000000001,0,1
305,104,2,2.5,1.5,7.79,0,1
332,112,1,1.5,3,8.66,1,1
331,116,4,4.5,4.5,9.44,1,1
321,114,5,4.5,4.5,9.16,1,1
324,113,5,4,5,9.25,1,1
328,116,5,4.5,5,9.08,1,1
327,118,4,5,5,9.67,1,1
320,108,3,3.5,5,8.970000000000001,1,1
312,109,2,2.5,4,9.02,0,1
315,101,3,3.5,4.5,9.130000000000001,0,1
320,112,4,3,4.5,8.859999999999999,1,1
324,113,4,4.5,4.5,9.25,1,1
328,116,4,5,3.5,9.6,1,1
319,103,3,2.5,4,8.76,1,1
310,105,2,3,3.5,8.01,0,1
305,102,2,1.5,2.5,7.64,0,1
299,100,2,2,2,7.88,0,1
295,99,1,2,1.5,7.57,0,0
312,100,1,3,3,8.529999999999999,1,1
329,113,4,4,3.5,9.359999999999999,1,1
319,105,4,4,4.5,8.66,1,1
301,102,3,2.5,2,8.130000000000001,1,1
307,105,4,3,3,7.94,0,1
304,107,3,3.5,3,7.86,0,1
298,97,2,2,3,7.21,0,0
305,96,4,3,4.5,8.26,0,1
314,99,4,3.5,4.5,8.73,1,1
318,101,5,3.5,5,8.779999999999999,1,1
323,110,4,4,5,8.880000000000001,1,1
326,114,4,4,3.5,9.16,1,1
320,110,5,4,4,9.27,1,1
311,103,3,2,4,8.09,0,1
327,116,4,4,4.5,9.48,1,1
316,102,2,4,3.5,8.15,0,1
308,105,4,3,2.5,7.95,1,1
300,101,3,3.5,2.5,7.88,0,1
304,104,3,2.5,2,8.119999999999999,0,1
309,105,4,3.5,2,8.18,0,1
318,103,3,4,4.5,8.49,1,1
325,110,4,4.5,4,8.960000000000001,1,1
321,102,3,3.5,4,9.01,1,1
323,107,4,3,2.5,8.48,1,1
328,113,4,4,2.5,8.77,1,1
304,103,5,5,3,7.92,0,1
317,106,3,3.5,3,7.89,1,1
311,101,2,2.5,3.5,8.34,1,1
319,102,3,2.5,2.5,8.369999999999999,0,1
327,115,4,3.5,4,9.140000000000001,0,1
322,112,3,3,4,8.619999999999999,1,1
302,110,3,4,4.5,8.5,0,1
307,105,2,2.5,4.5,8.119999999999999,1,1
297,99,4,3,3.5,7.81,0,1
298,101,4,2.5,4.5,7.69,1,1
300,95,2,3,1.5,8.220000000000001,1,1
301,99,3,2.5,2,8.449999999999999,1,1
332,108,5,4.5,4,9.02,1,1
337,117,5,5,5,9.869999999999999,1,1
330,120,5,4.5,5,9.56,1,1
312,103,4,4,5,8.43,0,1
327,113,4,4.5,4.5,9.039999999999999,0,1
